"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"bnftext"	"Psychotropic"	"group"
"61153"	"Chlorpromazine 25mg tablets (Phoenix Healthcare Distribution Ltd)"	"Oral tablet"	"Oral"	"Chlorpromazine"	"25mg"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"	"Antipsychotics"
"44853"	"Dosulepin 25mg capsules (Kent Pharma (UK) Ltd)"	"Oral capsule"	"Oral"	"Dosulepin"	"25mg"	"Tricyclic And Related Antidepressants"	"Dosulepin"	"Antidepressants"
"58291"	"Mirtazapine 15mg orodispersible tablets (Pfizer Ltd)"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15mg"	"Other Antidepressants"	"Mirtazapine"	"Antidepressants"
"4401"	"Prochlorperazine maleate 10mg modified release capsule"	"Modified Release Capsules"	"Oral"	"Prochlorperazine"	"10mg"	"Antipsychotic Products/-"	"Prochlorperazine"	"Antipsychotics"
"85455"	"Psytixol 200mg/1ml solution for injection ampoules (Viatris UK Healthcare Ltd)"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"200mg/1ml"	"Antipsychotic Depot Injections"	"Flupentixol"	"Antipsychotics"
"476"	"Citalopram 10mg tablets"	"Oral tablet"	"Oral"	"Citalopram"	"10mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Citalopram"	"Antidepressants"
"6218"	"Escitalopram 20mg tablets"	"Oral tablet"	"Oral"	"Escitalopram"	"20mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Escitalopram"	"Antidepressants"
"12549"	"Aventyl 10mg/5ml Liquid (Eli Lilly and Company Ltd)"	"Liquid"	"Oral"	"Nortriptyline"	"10mg/5ml"	"Tricyclic And Related Antidepressants/Neuropathic Pain"	"Nortriptyline"	"Antidepressants"
"56647"	"Quetiapine 300mg tablets (Arrow Generics Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"300mg"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"82409"	"Risperidone 2mg tablets (Sandoz Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"2mg"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"2081"	"Lamotrigine 5mg dispersible tablets sugar free"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"5mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"54792"	"Mirtazapine 30mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Mirtazapine"	"30mg"	"Other Antidepressants"	"Mirtazapine"	"Antidepressants"
"81991"	"Sertraline 50mg tablets (Relonchem Ltd)"	"Oral tablet"	"Oral"	"Sertraline"	"50mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Sertraline"	"Antidepressants"
"16323"	"Perphenazine 2mg with Amitriptyline 10mg tablet"	"Tablets"	"Oral"	"Perphenazine/Amitriptyline"	"2mg + 10mg"	"Antipsychotic Products/Tricyclic And Related Antidepressants"	"Perphenazine/Amitriptyline"	"Antipsychotics, Antidepressants"
"41609"	"Trazodone 50mg capsules (Teva UK Ltd)"	"Oral capsule"	"Oral"	"Trazodone"	"50mg"	"Tricyclic And Related Antidepressants"	"Trazodone"	"Antidepressants"
"64484"	"Quetiapine 200mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Quetiapine"	"40mg/1ml"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"37606"	"Abilify 10mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Orodispersible tablet"	"Oral"	"Aripiprazole"	"10mg"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"	"Antipsychotics"
"80329"	"Belvo 500mg gastro-resistant tablets (Consilient Health Ltd)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500mg"	"Products Used For Mania And Hypomania/Prophylaxis Of Migraine"	"Valproate"	"Mood Stabilisers"
"81337"	"Doxepin 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Doxepin"	"10mg/1ml"	"Tricyclic And Related Antidepressants"	"Doxepin"	"Antidepressants"
"2823"	"Tegretol retard 200mg Modified-release tablet (Novartis Pharmaceuticals UK Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200mg"	"Products Used For Mania And Hypomania/Control Of Epilepsy"	"Carbamazepine"	"Mood Stabilisers"
"8689"	"Vertigon spansule 10 10mg Spansule (GlaxoSmithKline Consumer Healthcare)"	"Spansule"	"Oral"	"Prochlorperazine"	"10mg"	"Antipsychotic Products/-"	"Prochlorperazine"	"Antipsychotics"
"47152"	"Olanzapine 15mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"15mg"	"Unknown"	"Olanzapine"	"Antipsychotics"
"59161"	"Amitriptyline 10mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Amitriptyline"	"10mg"	"Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine"	"Amitriptyline"	"Antidepressants"
"41645"	"Chlorpromazine 25mg/ml Injection (Antigen Pharmaceuticals)"	"Injection"	"Intramuscular Deep Injection"	"Chlorpromazine"	"25mg/ml"	"Antipsychotic Products/-"	"Chlorpromazine"	"Antipsychotics"
"82590"	"Lamictal 25mg dispersible tablets (Waymade Healthcare Plc)"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"25mg"	"Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"58726"	"Venladex XL 150mg tablets (Dexcel-Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Venlafaxine"	"150mg"	"Other Antidepressants"	"Venlafaxine"	"Antidepressants"
"68151"	"Sodium valproate 60mg/5ml oral solution"	"Oral solution"	"Oral"	"Valproate"	"12mg/1ml"	"Control Of Epilepsy"	"Valproate"	"Mood Stabilisers"
"67736"	"Fluoxetine 20mg capsules (Dr Reddy's Laboratories (UK) Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"20mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Fluoxetine"	"Antidepressants"
"15388"	"Phasal 300mg Tablet (Lagap)"	"Tablet"	"Oral"	"Lithium"	"300mg"	"Products Used For Mania And Hypomania"	"Lithium"	"Mood Stabilisers"
"83661"	"Risperidone 250microgram tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"250microgram"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"3657"	"Anafranil 25mg capsules (Novartis Pharmaceuticals UK Ltd)"	"Oral capsule"	"Oral"	"Clomipramine"	"25mg"	"Tricyclic And Related Antidepressants"	"Clomipramine"	"Antidepressants"
"3281"	"Olanzapine 5mg tablets"	"Oral tablet"	"Oral"	"Olanzapine"	"5mg"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"	"Antipsychotics"
"34580"	"Trazodone 100mg capsules (A A H Pharmaceuticals Ltd)"	"Oral capsule"	"Oral"	"Trazodone"	"100mg"	"Tricyclic And Related Antidepressants"	"Trazodone"	"Antidepressants"
"1208"	"Triptafen tablets (Advanz Pharma)"	"Oral tablet"	"Oral"	"Perphenazine/Amitriptyline"	"25mg + 2mg"	"Tricyclic And Related Antidepressants"	"Perphenazine/Amitriptyline"	"Antipsychotics, Antidepressants"
"82572"	"Cymbalta 30mg gastro-resistant capsules (Waymade Healthcare Plc)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"30mg"	"Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy"	"Duloxetine"	"Antidepressants"
"89601"	"Risperidone 2mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"2mg"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"16006"	"Risperdal Quicklet 2mg orodispersible tablets (Janssen-Cilag Ltd)"	"Orodispersible tablet"	"Oral"	"Risperidone"	"2mg"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"61075"	"Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Aripiprazole"	"400mg"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"	"Antipsychotics"
"59120"	"Lamotrigine 100mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"100mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"89350"	"Quetiapine 200mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"200mg"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"80981"	"Omeflex plus infusion 1.25litre bags (B.Braun Medical Ltd)"	"Infusion"	"Intravenous"	"Tryptophan"	"1.88gram/1litre + 132gram/1litre + 2.728gram/1litre + 222mg/1litre + 2.747gram/1litre + 686mg/1litre + 470mg/1litre + 3.264gram/1litre + 2.88gram/1litre + 781mg/1litre + 402mg/1litre + 1.872gram/1litre + 5.264mg/1litre + 20gram/1litre + 16gram/1litre + 4gram/1litre + 2.256gram/1litre + 3.008gram/1litre + 3.368gram/1litre + 1.744gram/1litre + 2.496gram/1litre + 2.592gram/1litre + 1.624gram/1litre + 4.656gram/1litre + 1.44gram/1litre + 3.368gram/1litre + 1.584gram/1litre + 544mg/1litre"	"Intravenous Nutrition"	"Tryptophan"	"Antidepressants"
"88936"	"Atrolak XL 150mg tablets (Accord-UK Ltd)"	"Modified-release tablet"	"Oral"	"Quetiapine"	"150mg"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"80453"	"Escitalopram 20mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Escitalopram"	"20mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Escitalopram"	"Antidepressants"
"38089"	"Promazine 50mg/5ml syrup (Rosemont Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Promazine"	"10mg/1ml"	"First-Generation Antipsychotic Drugs"	"Promazine"	"Antipsychotics"
"64785"	"Paroxetine 30mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Oral tablet"	"Oral"	"Paroxetine"	"30mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Paroxetine"	"Antidepressants"
"73419"	"Trazodone 150mg tablets (A A H Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Trazodone"	"150mg"	"Tricyclic And Related Antidepressants"	"Trazodone"	"Antidepressants"
"48164"	"Lamotrigine 25mg dispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"25mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"2290"	"Fluvoxamine 100mg tablets"	"Oral tablet"	"Oral"	"Fluvoxamine"	"100mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Fluvoxamine"	"Antidepressants"
"72408"	"Valproic acid 500mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Valproate/Valproic"	"100mg/1ml"	"Products Used For Mania And Hypomania/Control Of Epilepsy"	"Valproate/Valproic"	"Mood Stabilisers"
"7064"	"Depakote 250mg gastro-resistant tablets (Sanofi)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"250mg"	"Products Used For Mania And Hypomania/Prophylaxis Of Migraine"	"Valproate"	"Mood Stabilisers"
"7382"	"Risperidone 500microgram orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"500microgram"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"16434"	"Risperidone 25mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"25mg"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"21709"	"Seroquel 300mg tablets (Luye Pharma Ltd)"	"Oral tablet"	"Oral"	"Quetiapine"	"300mg"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"9794"	"Quetiapine 200mg tablets"	"Oral tablet"	"Oral"	"Quetiapine"	"200mg"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"	"Antipsychotics"
"55871"	"Haloperidol 2mg/ml Liquid (Hillcross Pharmaceuticals Ltd)"	"Liquid"	NA	"Haloperidol"	"2mg/ml"	"Antipsychotic Products/-"	"Haloperidol"	"Antipsychotics"
"23340"	"MODECATE CONC"	NA	NA	"Fluphenazine"	NA	"Unknown"	"Fluphenazine"	"Antipsychotics"
"75894"	"Efexor XL 75mg capsules (Lexon (UK) Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Other Antidepressants"	"Venlafaxine"	"Antidepressants"
"4442"	"Nozinan 25mg/1ml solution for injection ampoules (Neuraxpharm UK Ltd)"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"Levomepromazine"	"25mg/1ml"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"	"Antipsychotics"
"73639"	"Trazodone 100mg capsules (Accord-UK Ltd)"	"Oral capsule"	"Oral"	"Trazodone"	"100mg"	"Tricyclic And Related Antidepressants"	"Trazodone"	"Antidepressants"
"87663"	"Duloxetine 60mg gastro-resistant capsules (Amarox Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"60mg"	"Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy"	"Duloxetine"	"Antidepressants"
"34632"	"Sodium valproate 200mg gastro-resistant tablets (Teva UK Ltd)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"200mg"	"Control Of Epilepsy"	"Valproate"	"Mood Stabilisers"
"3953"	"Fluanxol 500microgram tablets (Lundbeck Ltd)"	"Oral tablet"	"Oral"	"Flupentixol"	"500microgram"	"Other Antidepressants"	"Flupentixol"	"Antipsychotics"
"26642"	"DOTHIEPIN 100 MG SYR"	"Solution for injection"	"Intramuscular"	"Dosulepin"	NA	"Unknown"	"Dosulepin"	"Antidepressants"
"19033"	"CHLORPROMAZINE HCl 50 MG INJ"	"Solution for injection"	"Intramuscular"	"Chlorpromazine"	NA	"Unknown"	"Chlorpromazine"	"Antipsychotics"
"89433"	"Amitriptyline 10mg tablets (Dowelhurst Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"10mg"	"Tricyclic And Related Antidepressants"	"Amitriptyline"	"Antidepressants"
"85073"	"Duloxetine 60mg gastro-resistant capsules (Accord-UK Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"60mg"	"Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy"	"Duloxetine"	"Antidepressants"
"89644"	"Sulpiride 200mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Sulpiride"	"200mg"	"First-Generation Antipsychotic Drugs"	"Sulpiride"	"Antipsychotics"
"65321"	"Risperidone 500microgram tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"500microgram"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"56072"	"Olanzapine 20mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Olanzapine"	"20mg"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"	"Antipsychotics"
"82262"	"Lamotrigine 5mg dispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"5mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"57978"	"Trimipramine 25mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Trimipramine"	"25mg"	"Tricyclic And Related Antidepressants"	"Trimipramine"	"Antidepressants"
"6895"	"Duloxetine 60mg gastro-resistant capsules"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"60mg"	"Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy"	"Duloxetine"	"Antidepressants"
"89124"	"Carbamazepine 125mg suppositories (A A H Pharmaceuticals Ltd)"	"Suppository"	"Rectal"	"Carbamazepine"	"125mg"	"Control Of Epilepsy"	"Carbamazepine"	"Mood Stabilisers"
"77513"	"Sodium valproate 200mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"200mg"	"Control Of Epilepsy"	"Valproate"	"Mood Stabilisers"
"55970"	"Nortriptyline 10mg tablets (King Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Nortriptyline"	"10mg"	"Tricyclic And Related Antidepressants/Nocturnal Enuresis"	"Nortriptyline"	"Antidepressants"
"4820"	"Risperdal 1mg tablets (Janssen-Cilag Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"1mg"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
"65843"	"Levomepromazine 6mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Levomepromazine"	"1.2mg/1ml"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"	"Antipsychotics"
"54429"	"Stemetil 5mg tablets (Waymade Healthcare Plc)"	"Oral tablet"	"Oral"	"Prochlorperazine"	"5mg"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"	"Antipsychotics"
"87872"	"Sertraline 200mg tablets"	"Oral tablet"	"Oral"	"Sertraline"	"200mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Sertraline"	"Antidepressants"
"9975"	"Haloperidol 1mg/ml sugar free Oral solution"	"Oral Solution"	"Oral"	"Haloperidol"	"1mg/ml"	"Antipsychotic Products/-"	"Haloperidol"	"Antipsychotics"
"72773"	"Escitalopram 20mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Escitalopram"	"20mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Escitalopram"	"Antidepressants"
"70728"	"Duloxetine 30mg gastro-resistant capsules (Alliance Healthcare (Distribution) Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"30mg"	"Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy"	"Duloxetine"	"Antidepressants"
"38540"	"Haldol 5mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)"	"Solution for injection"	"Intravenous/Intramuscular"	"Haloperidol"	"5mg/1ml"	"First-Generation Antipsychotic Drugs"	"Haloperidol"	"Antipsychotics"
"76160"	"Lamotrigine 25mg tablets (Mawdsley-Brooks & Company Ltd)"	"Oral tablet"	"Oral"	"Lamotrigine"	"25mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"30258"	"Fluoxetine 20mg/5ml oral solution (Teva UK Ltd)"	"Oral solution"	"Oral"	"Fluoxetine"	"4mg/1ml"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Fluoxetine"	"Antidepressants"
"71201"	"Levomepromazine 62.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Levomepromazine"	"12.5mg/1ml"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"	"Antipsychotics"
"40396"	"Amitriptyline 50mg Tablet (Berk Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"50mg"	"Tricyclic And Related Antidepressants/Neuropathic Pain"	"Amitriptyline"	"Antidepressants"
"52867"	"Amitriptyline 10mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Amitriptyline"	"10mg"	"Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine"	"Amitriptyline"	"Antidepressants"
"6443"	"Promazine 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Promazine"	"5mg/1ml"	"First-Generation Antipsychotic Drugs"	"Promazine"	"Antipsychotics"
"74088"	"Chlorpromazine 25mg suppositories"	"Suppository"	"Rectal"	"Chlorpromazine"	"25mg"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"	"Antipsychotics"
"26012"	"Carbagen SR 400mg tablets (Viatris UK Healthcare Ltd)"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400mg"	"Control Of Epilepsy/Substance Dependence - Alcohol Dependence/Treatment Of Diabetic Nephropathy And Neuropathy"	"Carbamazepine"	"Mood Stabilisers"
"19752"	"DEPIXOL (10ML VIAL)"	"Solution for injection"	"Intramuscular"	"Flupentixol"	NA	"Unknown"	"Flupentixol"	"Antipsychotics"
"25909"	"Perphenazine 4mg/5ml Oral solution sugar free"	"Syrup Sugar-Free"	"Oral"	"Perphenazine"	"4mg/5ml"	"Antipsychotic Products/-"	"Perphenazine"	"Antipsychotics"
"67888"	"Fluoxetine 60mg capsules (Kent Pharma (UK) Ltd)"	"Oral capsule"	"Oral"	"Fluoxetine"	"60mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Fluoxetine"	"Antidepressants"
"64647"	"Amitriptyline 25mg tablets (DE Pharmaceuticals)"	"Oral tablet"	"Oral"	"Amitriptyline"	"25mg"	"Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine"	"Amitriptyline"	"Antidepressants"
"72875"	"Tegretol 400mg tablets (Necessity Supplies Ltd)"	"Oral tablet"	"Oral"	"Carbamazepine"	"400mg"	"Control Of Epilepsy/Substance Dependence - Alcohol Dependence/Treatment Of Diabetic Nephropathy And Neuropathy"	"Carbamazepine"	"Mood Stabilisers"
"13484"	"Serenace 10mg tablets (Teva UK Ltd)"	"Oral tablet"	"Oral"	"Haloperidol"	"10mg"	"First-Generation Antipsychotic Drugs"	"Haloperidol"	"Antipsychotics"
"55848"	"Haloperidol 5mg/1ml solution for injection ampoules (Advanz Pharma)"	"Solution for injection"	"Intravenous/Intramuscular"	"Haloperidol"	"5mg/1ml"	"First-Generation Antipsychotic Drugs"	"Haloperidol"	"Antipsychotics"
"79826"	"Amitriptyline 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Amitriptyline"	"2mg/1ml"	"Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine"	"Amitriptyline"	"Antidepressants"
"56435"	"Lithium carbonate 200mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Lithium"	"40mg/1ml"	"Products Used For Mania And Hypomania"	"Lithium"	"Mood Stabilisers"
"85830"	"Duloxetine 30mg gastro-resistant capsules (Milpharm Ltd)"	"Gastro-resistant capsule"	"Oral"	"Duloxetine"	"30mg"	"Other Antidepressants/Treatment Of Diabetic Nephropathy And Neuropathy"	"Duloxetine"	"Antidepressants"
"3391"	"Dutonin 100mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Nefazodone"	"100mg"	"Selective Serotonin Re-Uptake Inhibitors (SSRI)"	"Nefazodone"	"Antidepressants"
"89961"	"Amisulpride 200mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Amisulpride"	"200mg"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"	"Antipsychotics"
"87034"	"Aripiprazole 15mg tablets (Milpharm Ltd)"	"Oral tablet"	"Oral"	"Aripiprazole"	"15mg"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"	"Antipsychotics"
"5907"	"Lamotrigine 100mg dispersible tablets sugar free"	"Dispersible tablet"	"Oral"	"Lamotrigine"	"100mg"	"Products Used In Psychoses And Related Disorders/Control Of Epilepsy"	"Lamotrigine"	"Mood Stabilisers"
"60410"	"Amitriptyline 25mg/5ml oral solution sugar free (Wockhardt UK Ltd)"	"Oral solution"	"Oral"	"Amitriptyline"	"5mg/1ml"	"Tricyclic And Related Antidepressants/Neuropathic Pain/Prophylaxis Of Migraine"	"Amitriptyline"	"Antidepressants"
"74797"	"Buccastem 3mg tablets (DE Pharmaceuticals)"	"Buccal tablet"	"Buccal"	"Prochlorperazine"	"3mg"	"Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"	"Antipsychotics"
"36121"	"Nephramine Solution for injection (Fresenius Kabi Ltd)"	"Solution For Injection"	"Intravenous Infusion Peripherally"	"Tryptophan"	NA	"Intravenous Nutrition"	"Tryptophan"	"Antidepressants"
"90938"	"Venlafaxine 75mg modified-release capsules (Genus Pharmaceuticals Ltd)"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75mg"	"Other Antidepressants"	"Venlafaxine"	"Antidepressants"
"59923"	"Venlafaxine 37.5mg tablets (Bristol Laboratories Ltd)"	"Oral tablet"	"Oral"	"Venlafaxine"	"37.5mg"	"Other Antidepressants"	"Venlafaxine"	"Antidepressants"
"3359"	"Priadel 200mg modified-release tablets (Essential Pharma Ltd)"	"Modified-release tablet"	"Oral"	"Lithium"	"200mg"	"Products Used For Mania And Hypomania"	"Lithium"	"Mood Stabilisers"
"35391"	"Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Fluphenazine"	"100mg/1ml"	"Antipsychotic Depot Injections"	"Fluphenazine"	"Antipsychotics"
"9340"	"Risperdal 3mg tablets (Janssen-Cilag Ltd)"	"Oral tablet"	"Oral"	"Risperidone"	"3mg"	"Second-Generation Antipsychotic Drugs"	"Risperidone"	"Antipsychotics"
