"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Antipsychotic"
"3228"	72427	"Promazine 50mg tablets"	"Promazine"	"50mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"15598"	169	"Thioridazine 100mg/5ml sugar free Oral solution"	"Thioridazine"	"100mg/5ml"	"Oral Solution"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"63818"	247	"Mintreleq XL 150mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"150mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"9022"	9532	"Fluphenazine decanoate 25mg/ml Injection"	"Fluphenazine"	"25mg/ml"	"Injection"	"Intramuscular Deep Injection Gluteal Muscle"	"Antipsychotic Depot Injections"	"Fluphenazine"
"47162"	78	"Xeplion 50mg/0.5ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"100mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Paliperidone"
"59143"	15	"Olanzapine 2.5mg tablets (Teva UK Ltd)"	"Olanzapine"	"2.5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"43423"	282	"Sulpiride 200mg tablets (A A H Pharmaceuticals Ltd)"	"Sulpiride"	"200mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Sulpiride"
"81626"	111	"Haloperidol 10mg tablets (Teva UK Ltd)"	"Haloperidol"	"10mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"62202"	0	"Amisulpride 50mg tablets (A A H Pharmaceuticals Ltd)"	"Amisulpride"	"50mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"11938"	5057	"Amisulpride 25mg/5ml oral suspension"	"Amisulpride"	"5mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"85004"	17	"Levomepromazine 3mg tablets"	"Levomepromazine"	"3mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"90173"	79	"Levomepromazine 6.25mg tablets"	"Levomepromazine"	"6.25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"58067"	8	"Quetiapine 125mg/5ml oral suspension"	"Quetiapine"	"25mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"74856"	36	"Seroquel 200mg tablets (Waymade Healthcare Plc)"	"Quetiapine"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"62517"	13021	"Lurasidone 74mg tablets"	"Lurasidone"	"74mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Lurasidone"
"31063"	42	"Serdolect 12mg tablets (Imported (Denmark))"	"Sertindole"	"12mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Sertindole"
"47049"	3311	"Olanzapine 10mg orodispersible tablets"	"Olanzapine"	"10mg"	"Orodispersible tablet"	"Oral"	"Unknown"	"Olanzapine"
"36394"	920	"Pipotiazine 100mg/2ml solution for injection ampoules"	"Pipotiazine"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"Unknown"	"Pipotiazine"
"89592"	4	"Quetiapine 200mg tablets (Zentiva Pharma UK Ltd)"	"Quetiapine"	"200mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"68347"	8	"Zalasta 5mg tablets (Krka UK Ltd)"	"Olanzapine"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"38010"	150	"Abilify 15mg orodispersible tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"15mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"74620"	19	"Haloperidol 1mg/5ml sugar free Oral solution (Rosemont Pharmaceuticals Ltd)"	"Haloperidol"	"1mg/5ml"	"Oral Solution"	"Oral"	"Antipsychotic Products/-"	"Haloperidol"
"79336"	0	"Amisulpride 50mg tablets (Kent Pharma (UK) Ltd)"	"Amisulpride"	"50mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"6134"	313	"Dozic 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)"	"Haloperidol"	"1mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"78616"	74	"Trevicta 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"200mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Paliperidone"
"63389"	34558	"Zaluron XL 50mg tablets (Fontus Health Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"29879"	978	"Abilify 30mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"30mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"22245"	1	"TRIFLUOPERAZINE 10mg/ml"	"Trifluoperazine"	NA	NA	NA	"Unknown"	"Trifluoperazine"
"61650"	3036	"Aripiprazole 400mg powder and solvent for prolonged-release suspension for injection vials"	"Aripiprazole"	"400mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"76959"	5	"Promazine 6.25mg/5ml oral suspension"	"Promazine"	"1.25mg/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"13479"	416	"CHLORPROMAZINE 25 MG SUP"	"Chlorpromazine"	NA	"Suppository"	"Rectal"	"Unknown"	"Chlorpromazine"
"63363"	20812	"Zaluron XL 400mg tablets (Fontus Health Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"91075"	1	"Levomepromazine 3mg/5ml oral suspension"	"Levomepromazine"	"600microgram/1ml"	"Oral suspension"	"Oral"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"3671"	59096	"Haloperidol 500microgram tablets"	"Haloperidol"	"500microgram"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"3021"	48421	"Thioridazine 100mg tablets"	"Thioridazine"	"100mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"77215"	100	"Quetiapine 300mg tablets (Accord-UK Ltd)"	"Quetiapine"	"300mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"8519"	10524	"Chlorpromazine 100mg/5ml oral solution"	"Chlorpromazine"	"20mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"74298"	1	"Xeplion 150mg/1.5ml and 100mg/1ml suspension for injection treatment initiation pack (Janssen-Cilag Ltd)"	"Paliperidone"	NA	"Not applicable"	"Route of administration not applicable"	"Antipsychotic Depot Injections"	"Paliperidone"
"89318"	16	"Risperidone 3mg tablets (Accord-UK Ltd)"	"Risperidone"	"3mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"65137"	0	"Risperidone 500microgram tablets (Dexcel-Pharma Ltd)"	"Risperidone"	"500microgram"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"62115"	0	"Prochlorperazine 5mg tablets (Genesis Pharmaceuticals Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"60942"	51	"Haloperidol 5mg/5ml oral solution"	"Haloperidol"	"1mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"17634"	41287	"Promazine 50mg/5ml oral solution"	"Promazine"	"10mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"83552"	34	"Pericyazine oral liquid"	"Pericyazine"	NA	"Oral solution"	"Oral"	"Antipsychotic Products"	"Pericyazine"
"89609"	5	"Amisulpride 50mg tablets (Almus Pharmaceuticals Ltd)"	"Amisulpride"	"50mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"56265"	1973	"Olanzapine 20mg oral lyophilisates sugar free"	"Olanzapine"	"20mg"	"Oral lyophilisate"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"47280"	649	"Asenapine 5mg sublingual tablets sugar free"	"Asenapine"	"5mg"	"Sublingual tablet"	"Sublingual"	"Products Used For Mania And Hypomania"	"Asenapine"
"83070"	312	"Biquelle XL 600mg tablets (Aspire Pharma Ltd)"	"Quetiapine"	"600mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"16103"	16867	"Olanzapine 20mg Orodispersible tablet"	"Olanzapine"	"20mg"	"Orodispersible Tablet"	"Oral"	"Antipsychotic Products"	"Olanzapine"
"77733"	1201	"Brancico XL 50mg tablets (Zentiva Pharma UK Ltd)"	"Quetiapine"	"50mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"46764"	184	"Quetiapine 12.5mg/5ml oral solution"	"Quetiapine"	"2.5mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"21125"	14	"Droleptan 5mg/ml Injection (Janssen-Cilag Ltd)"	"Droperidol"	"5mg/ml"	"Injection"	"Intravenous Injection"	"Antipsychotic Products/Benzodiazepines (Peri-Operative)"	"Droperidol"
"9190"	23796	"Chlorpromazine 25mg/5ml oral solution sugar free"	"Chlorpromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"80669"	604	"Brancico XL 400mg tablets (Zentiva Pharma UK Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"67765"	2	"Thioridazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Thioridazine"	"5mg/1ml"	"Oral solution"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"61592"	3	"Prochlorperazine 5mg tablets (Almus Pharmaceuticals Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"9515"	66	"Zoleptil 50 tablets (Movianto UK Ltd)"	"Zotepine"	"50mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Zotepine"
"81209"	7	"Risperidone 500microgram tablets (Milpharm Ltd)"	"Risperidone"	"500microgram"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"5545"	16723	"Serenace 500microgram capsules (Teva UK Ltd)"	"Haloperidol"	"500microgram"	"Oral capsule"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"59829"	0	"Risperidone 3mg tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"3mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"47394"	257	"Olanzapine 15mg oral lyophilisates sugar free"	"Olanzapine"	"15mg"	"Oral lyophilisate"	"Oral"	"Unknown"	"Olanzapine"
"58935"	23	"Tenprolide XL 400mg tablets (Actavis UK Ltd)"	"Quetiapine"	"400mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"77216"	102	"Quetiapine 150mg tablets (Accord-UK Ltd)"	"Quetiapine"	"150mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"86746"	0	"Haloperidol 5mg tablets (Medihealth (Northern) Ltd)"	"Haloperidol"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"89884"	0	"Prochlorperazine 5mg tablets (Accord-UK Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"7493"	23858	"Largactil 100mg Tablet (Hawgreen Ltd)"	"Chlorpromazine"	"100mg"	"Oral tablet"	"Oral"	"Antipsychotic Products/-"	"Chlorpromazine"
"65449"	4	"Promazine 25mg tablets (Teva UK Ltd)"	"Promazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"8046"	12832	"Clozapine 25mg tablets"	"Clozapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Clozapine"
"36954"	72	"Invega 6mg modified-release tablets (Janssen-Cilag Ltd)"	"Paliperidone"	"6mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Paliperidone"
"27148"	764	"Orap 10mg Tablet (Janssen-Cilag Ltd)"	"Pimozide"	"10mg"	"Tablet"	"Oral"	"Antipsychotic Products"	"Pimozide"
"82566"	30	"Seroquel 25mg tablets (Waymade Healthcare Plc)"	"Quetiapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"90094"	2	"Zyprexa 15mg tablets (Dowelhurst Ltd)"	"Olanzapine"	"15mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"83330"	0	"Quetiapine 300mg tablets (DE Pharmaceuticals)"	"Quetiapine"	"300mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"3348"	630941	"Chlorpromazine 50mg tablets"	"Chlorpromazine"	"50mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"3197"	1946	"Promazine 100mg tablet"	"Promazine"	"100mg"	"Tablets"	"Oral"	"Antipsychotic Products"	"Promazine"
"64639"	356	"Mintreleq XL 300mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"72596"	0	"Aripiprazole 5mg tablets (Creo Pharma Ltd)"	"Aripiprazole"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"16998"	194	"Sertindole 12mg tablets"	"Sertindole"	"12mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Sertindole"
"34902"	228	"Thioridazine 50mg tablets (A A H Pharmaceuticals Ltd)"	"Thioridazine"	"50mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"57550"	227	"Largactil 25mg/5ml syrup (Sanofi)"	"Chlorpromazine"	"5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"32876"	5628	"Prochlorperazine 5mg tablets (Teva UK Ltd)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"46434"	774	"Xeplion 100mg/1ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)"	"Paliperidone"	"100mg/1ml"	"Prolonged-release suspension for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Paliperidone"
"69328"	0	"Risperidone 500microgram tablets (Wockhardt UK Ltd)"	"Risperidone"	"500microgram"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"1245"	207474	"Trifluoperazine 5mg tablets"	"Trifluoperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Trifluoperazine"
"42229"	15	"Droperidol oral liquid"	"Droperidol"	NA	"Oral Liquid"	"Oral"	"Antipsychotic Products/Benzodiazepines (Peri-Operative)"	"Droperidol"
"2275"	224290	"Flupentixol 500microgram tablets"	"Flupentixol"	"500microgram"	"Oral tablet"	"Oral"	"Other Antidepressants"	"Flupentixol"
"58821"	0	"Quetiapine 25mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Quetiapine"	"25mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"58147"	1	"Olanzapine 10mg tablets (Zentiva Pharma UK Ltd)"	"Olanzapine"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"6894"	15885	"Perphenazine 2mg with Amitriptyline 25mg tablet"	"Perphenazine"	"2mg + 25mg"	"Tablets"	"Oral"	"Antipsychotic Products/Tricyclic And Related Antidepressants"	"Perphenazine"
"80551"	251	"Prochlorperazine 5mg tablets (Medreich Plc)"	"Prochlorperazine"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs/Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"85146"	9	"Quetiapine 150mg tablets (Teva UK Ltd)"	"Quetiapine"	"150mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"6561"	500236	"Aripiprazole 10mg tablets"	"Aripiprazole"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"60450"	1	"Promazine 25mg tablets (A A H Pharmaceuticals Ltd)"	"Promazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
"82311"	2	"Risperidone 500microgram orodispersible tablets sugar free (Alliance Healthcare (Distribution) Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"72326"	8	"Risperidone 500microgram tablets (Accord-UK Ltd)"	"Risperidone"	"500microgram"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"36101"	41	"Clopixol Acuphase 50mg/1ml solution for injection ampoules (Lundbeck Ltd)"	"Zuclopenthixol"	"50mg/1ml"	"Solution for injection"	"Intramuscular"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"
"25635"	4	"ZUCLOPENTHIXOL DIHYDROCHLORIDE"	"Zuclopenthixol"	NA	NA	NA	"Unknown"	"Zuclopenthixol"
"14839"	8922	"Flupentixol 200mg/1ml solution for injection ampoules"	"Flupentixol"	"200mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Flupentixol"
"82436"	0	"Olanzapine 5mg orodispersible tablets sugar free (Sun Pharma UK Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"284"	140721	"Melleril 10mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Thioridazine"	"10mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"35487"	1515	"Modecate Concentrate 50mg/0.5ml solution for injection ampoules (Sanofi)"	"Fluphenazine"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Fluphenazine"
"90562"	0	"Haloperidol 10mg/5ml oral solution sugar free (Medihealth (Northern) Ltd)"	"Haloperidol"	"2mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"47304"	980	"Olanzapine 10mg oral lyophilisates sugar free"	"Olanzapine"	NA	NA	NA	"Unknown"	"Olanzapine"
"76199"	0	"Amisulpride 50mg tablets (Viatris UK Healthcare Ltd)"	"Amisulpride"	"50mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"72716"	22	"Chlorpromazine oral liquid"	"Chlorpromazine"	NA	"Oral solution"	"Oral"	"Antipsychotic Products/-"	"Chlorpromazine"
"12224"	23752	"Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules"	"Zuclopenthixol"	"500mg/1ml"	"Solution for injection"	"Intramuscular"	"First-Generation Antipsychotic Drugs"	"Zuclopenthixol"
"42882"	102266	"Buccastem 3mg tablets (Alliance Pharmaceuticals Ltd)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"82421"	0	"Amisulpride 50mg tablets (Sandoz Ltd)"	"Amisulpride"	"50mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Amisulpride"
"74690"	1	"Quetiapine 125mg/5ml oral solution"	"Quetiapine"	"25mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"12050"	1352	"HALOPERIDOL 100MG/ML 100 MG INJ"	"Haloperidol"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Haloperidol"
"86244"	1	"Risperidone 4mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"4mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"16489"	8085	"Risperidone 50mg powder and solvent for prolonged-release suspension for injection vials"	"Risperidone"	"50mg"	"Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"53634"	1	"Droperidol capsules"	"Droperidol"	NA	"Capsule"	"Oral"	"Antipsychotic Products/Benzodiazepines (Peri-Operative)"	"Droperidol"
"10107"	1157	"Quetiapine Starter Pack"	"Quetiapine"	NA	"Starter Pack"	"Oral"	"Antipsychotic Products"	"Quetiapine"
"89539"	20	"Aripiprazole 10mg tablets (Zentiva Pharma UK Ltd)"	"Aripiprazole"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"13483"	285	"Serenace 20mg tablets (Teva UK Ltd)"	"Haloperidol"	"20mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"35953"	1006	"Risperdal Quicklet 4mg orodispersible tablets (Janssen-Cilag Ltd)"	"Risperidone"	"4mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"71421"	20	"Thioridazine 50mg/5ml oral suspension"	"Thioridazine"	"10mg/1ml"	"Oral suspension"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"54483"	7260	"Sondate XL 300mg tablets (Teva UK Ltd)"	"Quetiapine"	"300mg"	"Modified-release tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"25336"	666	"Zotepine 50mg tablets"	"Zotepine"	"50mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Zotepine"
"24890"	43	"Trifluoperazine with tranylcypromine 1mg + 10mg Tablet"	"Trifluoperazine"	"1mg + 10mg"	"Tablet"	"Oral"	"Antipsychotic Products/Monoamine-Oxidase Inhibitors (MAOI)"	"Trifluoperazine"
"89333"	0	"Risperidone 1mg tablets (Arrow Generics Ltd)"	"Risperidone"	"1mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"9659"	19399	"Risperdal 2mg tablets (Janssen-Cilag Ltd)"	"Risperidone"	"2mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"33883"	2110	"Zyprexa 20mg Velotabs (Neon Healthcare Ltd)"	"Olanzapine"	"20mg"	"Oral lyophilisate"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"14889"	24016	"Depixol Conc 100mg/1ml solution for injection ampoules (Lundbeck Ltd)"	"Flupentixol"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Flupentixol"
"70367"	16	"Olanzapine 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Olanzapine"	"10mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs/Products Used For Mania And Hypomania"	"Olanzapine"
"76534"	1	"Prochlorperazine 3mg buccal tablets (Medreich Plc)"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"45839"	2092	"Quetiapine 25mg/5ml oral suspension"	"Quetiapine"	"5mg/1ml"	"Oral suspension"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Quetiapine"
"11828"	14598	"Risperidone 2mg orodispersible tablets sugar free"	"Risperidone"	"2mg"	"Orodispersible tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"70584"	4	"Haloperidol 500micrograms/5ml oral solution"	"Haloperidol"	"100microgram/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"1733"	9140	"Flupentixol decanoate 20mg/ml Injection"	"Flupentixol"	"20mg/ml"	"Injection"	"Intramuscular"	"Antipsychotic Depot Injections"	"Flupentixol"
"82435"	0	"Sulpiride 200mg tablets (Medreich Plc)"	"Sulpiride"	"200mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Sulpiride"
"17379"	134	"Haloperidol 1.5mg/5ml sugar free Oral solution"	"Haloperidol"	"1.5mg/5ml"	"Oral Solution"	"Oral"	"Antipsychotic Products/-"	"Haloperidol"
"81640"	18	"Thioridazine 50mg Tablet (Actavis UK Ltd)"	"Thioridazine"	"50mg"	"Oral tablet"	"Oral"	"Antipsychotic Products"	"Thioridazine"
"4769"	581848	"Prochlorperazine 3mg buccal tablets"	"Prochlorperazine"	"3mg"	"Buccal tablet"	"Buccal"	"Products Used Against Nausea And Vertigo - Antihistamines, Phenothiazines & Related Products"	"Prochlorperazine"
"22660"	1504	"Haldol 5mg tablets (Janssen-Cilag Ltd)"	"Haloperidol"	"5mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Haloperidol"
"52846"	3	"Nozinan 25mg/1ml solution for injection ampoules (Lexon (UK) Ltd)"	"Levomepromazine"	"25mg/1ml"	"Solution for injection"	"Intravenous/Subcutaneous/Intramuscular"	"First-Generation Antipsychotic Drugs"	"Levomepromazine"
"55011"	1166	"Largactil 25mg tablets (Sanofi)"	"Chlorpromazine"	"25mg"	"Oral tablet"	"Oral"	"First-Generation Antipsychotic Drugs"	"Chlorpromazine"
"49699"	0	"Abilify 5mg tablets (Sigma Pharmaceuticals Plc)"	"Aripiprazole"	"5mg"	"Oral tablet"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Aripiprazole"
"56387"	9	"Risperidone 1mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"Second-Generation Antipsychotic Drugs"	"Risperidone"
"63601"	8	"Promazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Promazine"	"5mg/1ml"	"Oral solution"	"Oral"	"First-Generation Antipsychotic Drugs"	"Promazine"
