"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Insulin"
"7127"	25894	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)"	"Insulin"	"1ml"	"Insulin Syringe With 8Mm Needle(30G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"30209"	500	"Actrapid mc 100unit/ml Injection (Arun Products Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"45639"	3	"IME-FINE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Arctic Medical Ltd)"	"Insulin"	"6mm/31gauge"	"Pen Needle"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"12297"	16166	"Hypurin bovine neutral 100unit/ml Injection (C P Pharmaceuticals Ltd)"	"Insulin"	"100unit/ml"	"Injection"	"Subcutaneous Injection"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"57744"	100279	"Omnican Fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (B.Braun Medical Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"73684"	353	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"80621"	48	"Microdot Dual Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (Cambridge Sensors Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"7412"	7911	"U100 Insulin syringe 0.5ml"	"Insulin"	"0.5ml"	"Insulin Syringe"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"5891"	14453	"Insulatard FlexPen 100units/ml suspension for injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"73305"	6701	"Mylife Penfine Classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Ypsomed Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"83010"	4	"Insulin soluble bovine 100units/ml solution for injection 3ml cartridges"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"15895"	633	"Innovo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-70 units Orange (Novo Nordisk Ltd)"	"Insulin"	"3ml/1-70 units"	"Insulin Pen"	NA	"Reusable Pens"	"Insulin"
"13416"	489	"Insulin biphasic 100 units/ml Injection"	"Insulin"	"100 units/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"67231"	3086	"NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Dowelhurst Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"13729"	434	"Insulin isophane human emp 100unit/ml Injection"	"Insulin"	"100unit/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"10545"	3126	"INSULIN HUMULIN M4 CARTRIDGE 100 I/U"	"Insulin"	NA	NA	NA	"Unknown"	"Insulin"
"42954"	14	"Insulin isophane biphasic human 25/75 100units/ml suspension for injection 5ml vials"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"62562"	932	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"10546"	4726	"INSULIN HUMULIN M4 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"63035"	50	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Diabetes Care Technology Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"4760"	157590	"Humulin i 100unit/ml Injection (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/ml"	"Injection"	"Subcutaneous Injection"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"6228"	34886	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge (Becton, Dickinson UK Ltd)"	"Insulin"	"0.3ml"	"Insulin Syringe With 8Mm Needle(30G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"10572"	2438	"Insulin soluble bovine 100unit/ml Injection"	"Insulin"	"100unit/ml"	"Injection"	"Intramuscular"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"
"12244"	39	"INSULIN ZINC BOVINE susp 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"10887"	2183	"Penmix 40/60 100iu/ml Penfill (Novo Nordisk Ltd)"	"Insulin"	"100iu/ml"	"Injection"	"Intramuscular"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"36430"	23	"Insulin soluble human 100units/ml solution for injection 3ml pre-filled disposable devices"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"Unknown"	"Insulin"
"14290"	193863	"Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"64209"	11754	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (Owen Mumford Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"5966"	189119	"Mylife Clickfine hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge (Ypsomed Ltd)"	"Insulin"	"8mm/31gauge"	"Pen Needle"	NA	"Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"
"2373"	14664	"INSULIN HUMAN VELOSULIN 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Unknown"	"Insulin"
"81368"	12	"Insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices"	"Insulin"	"300unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"25812"	887	"Insulin isophane human 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"67429"	6	"Insulin human 100units/ml solution for injection 3.15ml cartridges"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"Insulins"	"Insulin"
"5620"	2185	"U100 Insulin syringe 0.3ml"	"Insulin"	"0.3ml"	"Insulin Syringe"	NA	"Diabetic Hypodermic Equipment"	"Insulin"
"4896"	6295	"Monoject hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge (Covidien (UK) Commercial Ltd)"	"Insulin"	"1ml"	"Insulin Syringe With 12Mm Needle(28G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"6981"	1606	"Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units Yellow (Novo Nordisk Ltd)"	"Insulin"	"3ml/1-35 units"	"Insulin Pen"	NA	"Reusable Pens"	"Insulin"
"9618"	5035	"Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Unknown"	"Insulin"
"76991"	120	"Humalog 100units/ml solution for injection 10ml vials (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"54573"	18	"Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Reusable Pens"	"Insulin"
"38236"	35	"Comfort Point hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.33mm/29gauge (GlucoRx Ltd)"	"Insulin"	"1ml"	"Insulin Syringe With 12Mm Needle(29G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"86725"	8	"Admelog 100units/ml solution for injection 3ml pre-filled pens (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Short-Acting Insulins"	"Insulin"
"58581"	76903	"GlucoRx FinePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (GlucoRx Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"6009"	111	"Myjector hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.4mm/27gauge (Terumo UK Ltd)"	"Insulin"	"0.5ml/U100"	"Insulin Syringe With 12Mm Needle(27G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"77059"	2	"Pork Actrapid 100units/ml solution for injection 10ml vials (Waymade Healthcare Plc)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Short-Acting Insulins"	"Insulin"
"82894"	3	"PROFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Prosum Medical Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"61780"	119	"Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (Spirit Healthcare Ltd)"	"Insulin"	NA	"Suppository"	"Rectal"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"77794"	9511	"Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens (Sanofi)"	"Insulin"	"300unit/1ml"	"Solution for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"10229"	8987	"Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"76162"	254	"Humulin I 100units/ml suspension for injection 3ml cartridges (Sigma Pharmaceuticals Plc)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"23437"	254	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge"	"Insulin"	"12mm/28gauge"	"Hypodermic Needle"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"4790"	35420	"Mixtard 50 penfill 100 100iu/ml Penfill (Novo Nordisk Ltd)"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Intermediate- And Long-Acting Insulins"	"Insulin"
"57620"	14	"Humulin M3 100units/ml suspension for injection 10ml vials (Mawdsley-Brooks & Company Ltd)"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous"	"Biphasic Insulins"	"Insulin"
"6378"	28655	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge"	"Insulin"	"0.3ml"	"Insulin Syringe With 8Mm Needle(30G)"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"
"66714"	26	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (A. Menarini Diagnostics Ltd)"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"
"13096"	666	"Autopen hypodermic insulin injection pen reusable for 1.5ml cartridge 2 unit dial up / range 2-32 units (Owen Mumford Ltd)"	"Insulin"	"1.5ml/2-32 units"	"Insulin Pen"	NA	"Reusable Pens"	"Insulin"
"7075"	4563	"Optipen Pro 1 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units (Sanofi)"	"Insulin"	"3ml/1-60 units"	"Insulin Pen"	NA	"Reusable Pens"	"Insulin"
