"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"	"Gen"	"AP"
"59215"	21706311000001104	"46791020"	"Quetiapine 150mg tablets (Ranbaxy (UK) Ltd)"	"Quetiapine fumarate"	"150mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"59241"	9452011000001108	"71175020"	"Lamotrigine 100mg dispersible tablets sugar free (Teva UK Ltd)"	"Lamotrigine"	"100mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"59242"	9451811000001106	"71172020"	"Lamotrigine 25mg dispersible tablets sugar free (Teva UK Ltd)"	"Lamotrigine"	"25mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"59273"	9459411000001104	"71037020"	"Lamotrigine 50mg tablets (A A H Pharmaceuticals Ltd)"	"Lamotrigine"	"50mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"59318"	9454111000001100	"04882020"	"Lamotrigine 25mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Lamotrigine"	"25mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"59345"	19496611000001104	"00339021"	"Sycrest 5mg sublingual tablets (Lundbeck Ltd)"	"Asenapine maleate"	"5mg"	"Sublingual tablet"	"Sublingual"	"04020300"	"Drugs Used For Mania And Hypomania"	2	"Asenapine"
"59548"	13126011000001106	"03450020"	"Risperidone 2mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Risperidone"	"2mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"59593"	16181211000001106	"03813020"	"Fluanxol 500microgram tablets (Lexon (UK) Ltd)"	"Flupentixol dihydrochloride"	"500microgram"	"Tablet"	"Oral"	"04030400"	"Other Antidepressant Drugs"	1	"Flupentixol"
"59609"	9458811000001100	"71055020"	"Lamotrigine 100mg dispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Lamotrigine"	"100mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"59816"	9490711000001100	"89750020"	"Psytixol 50mg/0.5ml solution for injection ampoules (Mylan)"	"Flupentixol decanoate"	"100mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Flupentixol"
"59829"	13121311000001100	"74938020"	"Risperidone 3mg tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"3mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"59938"	22658511000001108	"16691021"	"Levomepromazine 25mg/1ml solution for injection ampoules (Wockhardt UK Ltd)"	"Levomepromazine hydrochloride"	"25mg/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Levomepromazine"
"60102"	23223411000001108	"17433021"	"Sodium valproate 500mg modified-release tablets (J M McGill Ltd)"	"Sodium valproate"	"500mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"60250"	13716811000001100	"35127020"	"Levomepromazine 3mg/5ml oral solution"	"Levomepromazine maleate"	"600microgram/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Levomepromazine"
"60268"	9460211000001104	"71043020"	"Lamotrigine 200mg tablets (A A H Pharmaceuticals Ltd)"	"Lamotrigine"	"200mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"60332"	19657311000001108	"04835020"	"Sodium valproate 200mg/5ml oral solution sugar free (Wockhardt UK Ltd)"	"Sodium valproate"	"40mg/1ml"	"Oral solution"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"60424"	16195611000001108	"04916020"	"Lamictal 25mg dispersible tablets (Lexon (UK) Ltd)"	"Lamotrigine"	"25mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"60450"	6411000001109	"73499020"	"Promazine 25mg tablets (A A H Pharmaceuticals Ltd)"	"Promazine hydrochloride"	"25mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Promazine"
"60578"	22060711000001100	"14527021"	"Lamotrigine 200mg tablets (Waymade Healthcare Plc)"	"Lamotrigine"	"200mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"60719"	8583111000001101	"20269020"	"Levomepromazine 5mg/5ml oral solution"	"Levomepromazine maleate"	"1mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Levomepromazine"
"60782"	9488311000001104	"89746020"	"Psytixol 20mg/1ml solution for injection ampoules (Mylan)"	"Flupentixol decanoate"	"20mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Antipsychotic Depot Injections"	1	"Flupentixol"
"60804"	8582611000001104	"20259020"	"Lamotrigine 50mg/5ml oral suspension"	"Lamotrigine"	"10mg/1ml"	"Oral suspension"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"60842"	20360711000001104	"40535020"	"Quetiapine 100mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Quetiapine fumarate"	"100mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"60908"	20176811000001100	"40470020"	"Chlorpromazine 10mg capsules"	"Chlorpromazine hydrochloride"	"10mg"	"Capsule"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Chlorpromazine"
"60942"	12505911000001108	"32081020"	"Haloperidol 5mg/5ml oral solution"	"Haloperidol"	"1mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Haloperidol"
"60971"	23680211000001104	"21371021"	"Prochlorperazine 3mg buccal tablets (A A H Pharmaceuticals Ltd)"	"Prochlorperazine maleate"	"3mg"	"Buccal tablet"	"Buccal"	"04065400"	"Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"61075"	23636811000001104	"21594021"	"Abilify Maintena 400mg powder and solvent for prolonged-release suspension for injection vials (Otsuka Pharmaceuticals (U.K.) Ltd)"	"Aripiprazole"	"400mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"61083"	21678411000001104	"46328020"	"Levomepromazine 25mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Levomepromazine hydrochloride"	"25mg/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Levomepromazine"
"61103"	3434911000001100	"38389020"	"Olanzapine 15mg oral lyophilisates sugar free"	"Olanzapine"	"15mg"	"Oral lyophilisate"	"Oral"	"04020102/04020300"	"Second-generation Antipsychotic Drugs/Drugs Used For Mania And Hypomania"	2	"Olanzapine"
"61153"	17856011000001108	"03305020"	"Chlorpromazine 25mg tablets (Phoenix Healthcare Distribution Ltd)"	"Chlorpromazine hydrochloride"	"25mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Chlorpromazine"
"61575"	25803211000001100	"29521021"	"Ebesque XL 50mg tablets (Ethypharm UK Ltd)"	"Quetiapine fumarate"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"61592"	13483111000001106	"75609020"	"Prochlorperazine 5mg tablets (Almus Pharmaceuticals Ltd)"	"Prochlorperazine maleate"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"61623"	20167211000001108	"39819020"	"Lamotrigine 50mg tablets (Accord Healthcare Ltd)"	"Lamotrigine"	"50mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"61624"	20167411000001104	"39820020"	"Lamotrigine 100mg tablets (Accord Healthcare Ltd)"	"Lamotrigine"	"100mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"61625"	20167611000001108	"39822020"	"Lamotrigine 200mg tablets (Accord Healthcare Ltd)"	"Lamotrigine"	"200mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"61650"	23661211000001104	"21593021"	"Aripiprazole 400mg powder and solvent for suspension for injection vials"	"Aripiprazole"	"400mg"	"Powder and solvent for suspension for injection"	"Intramuscular"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"61746"	25806011000001104	"27361021"	"Ebesque XL 400mg tablets (Ethypharm UK Ltd)"	"Quetiapine fumarate"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"61747"	25804911000001104	"27359021"	"Ebesque XL 300mg tablets (Ethypharm UK Ltd)"	"Quetiapine fumarate"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"61748"	25804311000001104	"27360021"	"Ebesque XL 200mg tablets (Ethypharm UK Ltd)"	"Quetiapine fumarate"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"62115"	20326611000001108	"40544020"	"Prochlorperazine 5mg tablets (Genesis Pharmaceuticals Ltd)"	"Prochlorperazine maleate"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Prochlorperazine"
"62202"	8922811000001103	"69295020"	"Amisulpride 50mg tablets (A A H Pharmaceuticals Ltd)"	"Amisulpride"	"50mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Amisulpride"
"62387"	26655411000001104	"31246021"	"Lurasidone 37mg tablets"	"Lurasidone hydrochloride"	"37mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Lurasidone"
"62463"	26654711000001104	"31247021"	"Latuda 37mg tablets (Sunovion Pharmaceuticals Europe Ltd)"	"Lurasidone hydrochloride"	"37mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Lurasidone"
"62517"	26655511000001100	"31248021"	"Lurasidone 74mg tablets"	"Lurasidone hydrochloride"	"74mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Lurasidone"
"62531"	27842811000001100	"31406021"	"Atrolak XL 400mg tablets (Accord Healthcare Ltd)"	"Quetiapine fumarate"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"62637"	114811000001105	"57117020"	"Sodium valproate 200mg gastro-resistant tablets (Actavis UK Ltd)"	"Sodium valproate"	"200mg"	"Gastro-resistant tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"62869"	15105511000001108	"04855020"	"Lamotrigine 50mg tablets (Sigma Pharmaceuticals Plc)"	"Lamotrigine"	"50mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"62916"	14720711000001100	"75972020"	"Risperidone 500microgram orodispersible tablets sugar free (Teva UK Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"62924"	26655311000001104	"31244021"	"Lurasidone 18.5mg tablets"	"Lurasidone hydrochloride"	"18.5mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Lurasidone"
"62943"	28400811000001104	"44298021"	"Biquelle XL 400mg tablets (Aspire Pharma Ltd)"	"Quetiapine fumarate"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63049"	28400211000001108	"44732021"	"Biquelle XL 50mg tablets (Aspire Pharma Ltd)"	"Quetiapine fumarate"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63087"	28400611000001104	"44293021"	"Biquelle XL 300mg tablets (Aspire Pharma Ltd)"	"Quetiapine fumarate"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63133"	28400411000001108	"44745021"	"Biquelle XL 150mg tablets (Aspire Pharma Ltd)"	"Quetiapine fumarate"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63155"	19558411000001104	"78184020"	"Olanzapine 7.5mg tablets (Actavis UK Ltd)"	"Olanzapine"	"7.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Second-generation Antipsychotic Drugs/Drugs Used For Mania And Hypomania"	2	"Olanzapine"
"63255"	18466411000001108	"03443020"	"Risperidone 1mg tablets (Accord Healthcare Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"63351"	28401011000001108	"44295021"	"Biquelle XL 200mg tablets (Aspire Pharma Ltd)"	"Quetiapine fumarate"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63359"	28412111000001100	"44294021"	"Zaluron XL 300mg tablets (Fontus Health Ltd)"	"Quetiapine fumarate"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63363"	28412311000001104	"44297021"	"Zaluron XL 400mg tablets (Fontus Health Ltd)"	"Quetiapine fumarate"	"400mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63364"	28411911000001108	"44296021"	"Zaluron XL 200mg tablets (Fontus Health Ltd)"	"Quetiapine fumarate"	"200mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63389"	28411511000001104	"44733021"	"Zaluron XL 50mg tablets (Fontus Health Ltd)"	"Quetiapine fumarate"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63494"	13375311000001106	"21135020"	"Risperidone 500microgram orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"63511"	12873211000001104	"74789020"	"Risperidone 1mg tablets (Actavis UK Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"63598"	7836211000001103	"68228020"	"Amisulpride 400mg tablets (Zentiva)"	"Amisulpride"	"400mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Amisulpride"
"63601"	572611000001103	"60113020"	"Promazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)"	"Promazine hydrochloride"	"5mg/1ml"	"Oral solution"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Promazine"
"63615"	19591711000001104	"03584020"	"Olanzapine 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Second-generation Antipsychotic Drugs/Drugs Used For Mania And Hypomania"	2	"Olanzapine"
"63685"	18576911000001100	"04829020"	"Epilim Chrono 500 tablets (DE Pharmaceuticals)"	"Sodium valproate"	"500mg"	"Modified-release tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Valproate"
"63797"	28411711000001108	"44746021"	"Zaluron XL 150mg tablets (Fontus Health Ltd)"	"Quetiapine fumarate"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63818"	28994911000001104	"48516021"	"Mintreleq XL 150mg tablets (Aristo Pharma Ltd)"	"Quetiapine fumarate"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63833"	19920211000001104	"39305020"	"Olanzapine 2.5mg tablets (Zentiva)"	"Olanzapine"	"2.5mg"	"Tablet"	"Oral"	"04020102/04020300"	"Second-generation Antipsychotic Drugs/Drugs Used For Mania And Hypomania"	2	"Olanzapine"
"63925"	28994711000001108	"48501021"	"Mintreleq XL 50mg tablets (Aristo Pharma Ltd)"	"Quetiapine fumarate"	"50mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"63973"	11500711000001100	"74434020"	"Lamotrigine 25mg dispersible tablets sugar free (Actavis UK Ltd)"	"Lamotrigine"	"25mg"	"Dispersible tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"63989"	28914311000001108	"48018021"	"Lithium carbonate 400mg modified-release tablets (Niche Pharma Ltd)"	"Lithium carbonate"	"400mg"	"Modified-release tablet"	"Oral"	"04020300"	"Drugs Used For Mania And Hypomania"	3	"Lithium"
"64210"	26655011000001108	"31249021"	"Latuda 74mg tablets (Sunovion Pharmaceuticals Europe Ltd)"	"Lurasidone hydrochloride"	"74mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Lurasidone"
"64216"	21577811000001104	"45466020"	"Stelazine 5mg tablets (Imported (South Africa))"	"Trifluoperazine hydrochloride"	"5mg"	"Tablet"	"Oral"	"04020101/04065400"	"First-generation Antipsychotic Drugs/Drug Used In Nausea And Vertigo - Antihistamines, Phenothiazines & Related Drugs"	1	"Trifluoperazine"
"64484"	22635511000001100	"17111021"	"Quetiapine 200mg/5ml oral suspension"	"Quetiapine fumarate"	"40mg/1ml"	"Oral suspension"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"64493"	13120811000001102	"74932020"	"Risperidone 1mg tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"64567"	376769007	"27341021"	"Pimozide 1mg tablets"	"Pimozide"	"1mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Pimozide"
"64600"	9329711000001106	"04865020"	"Lamotrigine 100mg tablets (Kent Pharmaceuticals Ltd)"	"Lamotrigine"	"100mg"	"Tablet"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"64639"	28995611000001104	"48124021"	"Mintreleq XL 300mg tablets (Aristo Pharma Ltd)"	"Quetiapine fumarate"	"300mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"64673"	12646111000001100	"32605020"	"Levomepromazine 10mg/5ml oral suspension"	"Levomepromazine maleate"	"2mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Levomepromazine"
"64778"	21714411000001104	"46920020"	"Sondate XL 150mg tablets (Teva UK Ltd)"	"Quetiapine fumarate"	"150mg"	"Modified-release tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"64957"	30172711000001108	"53389021"	"Risperidone 1mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"65046"	12644511000001104	"32573020"	"Lamotrigine 15mg/5ml oral suspension"	"Lamotrigine"	"3mg/1ml"	"Oral suspension"	"Oral"	"04080100"	"Control Of Epilepsy"	3	"Lamotrigine"
"65137"	23561611000001108	"20187021"	"Risperidone 500microgram tablets (Dexcel-Pharma Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"65174"	20366611000001104	"41446020"	"Quetiapine 300mg tablets (A A H Pharmaceuticals Ltd)"	"Quetiapine fumarate"	"300mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Quetiapine"
"65246"	8359611000001100	"19380020"	"Chlorpromazine 10mg/5ml oral suspension"	"Chlorpromazine hydrochloride"	"2mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Chlorpromazine"
"65296"	30988111000001104	"60265021"	"Lithium carbonate 250mg tablets (A A H Pharmaceuticals Ltd)"	"Lithium carbonate"	"250mg"	"Tablet"	"Oral"	"04020300"	"Drugs Used For Mania And Hypomania"	3	"Lithium"
"65301"	30760011000001108	"57295021"	"Lithium carbonate 250mg tablets (Essential Pharma Ltd)"	"Lithium carbonate"	"250mg"	"Tablet"	"Oral"	"04020300"	"Drugs Used For Mania And Hypomania"	3	"Lithium"
"65321"	12885311000001106	"74836020"	"Risperidone 500microgram tablets (Teva UK Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"65449"	4209211000001102	"72709020"	"Promazine 25mg tablets (Teva UK Ltd)"	"Promazine hydrochloride"	"25mg"	"Tablet"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Promazine"
"65472"	13656811000001100	"75389020"	"Risperidone 3mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"3mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"65493"	14770711000001104	"75993020"	"Risperidone 1mg tablets (Wockhardt UK Ltd)"	"Risperidone"	"1mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Risperidone"
"65671"	31078311000001104	"60698021"	"Aripiprazole 5mg tablets (Zentiva)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"65707"	19607611000001104	"78205020"	"Olanzapine 20mg orodispersible tablets sugar free (Actavis UK Ltd)"	"Olanzapine"	"20mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Second-generation Antipsychotic Drugs/Drugs Used For Mania And Hypomania"	2	"Olanzapine"
"65773"	31078711000001104	"60701021"	"Aripiprazole 30mg tablets (Zentiva)"	"Aripiprazole"	"30mg"	"Tablet"	"Oral"	"04020102"	"Second-generation Antipsychotic Drugs"	2	"Aripiprazole"
"65838"	30928711000001108	"60266021"	"Lithium carbonate 400mg modified-release tablets (DE Pharmaceuticals)"	"Lithium carbonate"	"400mg"	"Modified-release tablet"	"Oral"	"04020300"	"Drugs Used For Mania And Hypomania"	3	"Lithium"
"65843"	12646911000001102	"32621020"	"Levomepromazine 6mg/5ml oral suspension"	"Levomepromazine maleate"	"1.2mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Levomepromazine"
"65865"	12646711000001104	"32617020"	"Levomepromazine 6.25mg/5ml oral suspension"	"Levomepromazine maleate"	"1.25mg/1ml"	"Oral suspension"	"Oral"	"04020101"	"First-generation Antipsychotic Drugs"	1	"Levomepromazine"
